index,data
400,"[35, 4, 5, 7, 58, 46, 42, 30, 12, 53]"
401,"[18, 71, 12, 16, 24, 3, 70, 74, 80, 17]"
402,"[63, 35, 80, 2, 29, 3, 73, 66, 53, 37]"
403,"[18, 72, 33, 78, 36, 40, 2, 52, 54, 32]"
404,"[4, 3, 17, 20, 31, 53, 56, 52, 12, 44]"
405,"[67, 70, 56, 25, 37, 2, 69, 47, 4, 76]"
406,"[38, 77, 58, 79, 52, 51, 60, 9, 53, 14]"
407,"[74, 73, 64, 52, 80, 65, 13, 41, 54, 40]"
408,"[69, 59, 14, 15, 25, 7, 79, 30, 77, 47]"
409,"[27, 73, 40, 15, 34, 1, 79, 33, 8, 11]"
410,"[19, 37, 56, 17, 48, 80, 61, 36, 63, 71]"
411,"[63, 25, 29, 52, 48, 19, 34, 77, 10, 61]"
412,"[32, 26, 48, 39, 57, 5, 78, 72, 64, 37]"
413,"[35, 37, 67, 61, 58, 74, 42, 79, 31, 80]"
414,"[79, 47, 69, 14, 78, 9, 70, 75, 58, 77]"
415,"[23, 40, 1, 8, 39, 60, 56, 41, 10, 36]"
416,"[40, 5, 56, 42, 23, 69, 24, 32, 54, 50]"
417,"[22, 13, 34, 8, 38, 27, 11, 30, 73, 76]"
418,"[38, 57, 8, 51, 43, 49, 61, 80, 76, 2]"
419,"[12, 5, 78, 11, 75, 27, 68, 53, 62, 39]"
420,"[60, 33, 2, 9, 55, 30, 4, 42, 56, 49]"
421,"[3, 37, 29, 69, 33, 40, 42, 79, 26, 22]"
422,"[38, 53, 5, 29, 69, 35, 31, 24, 64, 75]"
423,"[9, 57, 79, 80, 44, 56, 60, 13, 64, 25]"
424,"[66, 17, 34, 8, 55, 63, 30, 6, 76, 26]"
425,"[53, 26, 34, 11, 76, 7, 33, 68, 39, 29]"
426,"[45, 17, 9, 80, 10, 46, 39, 35, 74, 48]"
427,"[15, 30, 35, 71, 36, 74, 80, 78, 1, 8]"
428,"[7, 14, 57, 29, 77, 61, 13, 41, 4, 32]"
429,"[45, 41, 21, 63, 52, 12, 1, 11, 15, 6]"
430,"[14, 60, 46, 68, 30, 49, 1, 80, 29, 22]"
431,"[45, 26, 36, 12, 71, 73, 3, 53, 8, 40]"
432,"[48, 57, 39, 32, 5, 68, 58, 47, 23, 36]"
433,"[12, 58, 40, 49, 69, 15, 55, 46, 28, 80]"
434,"[8, 69, 53, 29, 32, 73, 18, 57, 56, 75]"
435,"[75, 56, 49, 80, 68, 24, 37, 74, 77, 41]"
436,"[8, 80, 30, 53, 24, 38, 23, 13, 31, 49]"
437,"[36, 25, 14, 9, 61, 77, 18, 56, 3, 5]"
438,"[31, 34, 8, 36, 46, 2, 40, 79, 67, 41]"
439,"[38, 72, 1, 21, 8, 58, 75, 52, 69, 22]"
440,"[71, 57, 25, 68, 41, 37, 49, 22, 73, 60]"
441,"[48, 19, 69, 28, 58, 64, 73, 47, 61, 53]"
442,"[79, 52, 40, 21, 29, 67, 51, 27, 31, 47]"
443,"[36, 41, 5, 73, 57, 60, 43, 29, 75, 8]"
444,"[76, 44, 37, 58, 74, 70, 68, 52, 57, 9]"
445,"[28, 65, 58, 68, 75, 6, 45, 10, 73, 51]"
446,"[72, 36, 16, 2, 46, 38, 44, 65, 56, 48]"
447,"[29, 34, 73, 66, 3, 2, 6, 70, 43, 20]"
448,"[69, 40, 10, 9, 26, 41, 49, 2, 30, 13]"
449,"[47, 26, 48, 77, 58, 24, 5, 8, 51, 59]"
450,"[60, 51, 38, 7, 3, 28, 29, 30, 67, 48]"
451,"[11, 14, 53, 39, 12, 31, 40, 55, 29, 78]"
452,"[3, 11, 8, 28, 38, 64, 40, 65, 49, 7]"
453,"[79, 75, 51, 31, 36, 59, 69, 23, 12, 41]"
454,"[11, 58, 61, 10, 78, 12, 70, 15, 20, 50]"
455,"[39, 8, 61, 5, 10, 29, 51, 17, 78, 19]"
456,"[32, 30, 63, 71, 19, 72, 80, 17, 35, 79]"
457,"[25, 78, 8, 7, 57, 76, 22, 26, 50, 54]"
458,"[9, 8, 60, 12, 73, 19, 28, 22, 61, 18]"
459,"[62, 65, 32, 69, 7, 1, 57, 8, 35, 79]"
460,"[48, 40, 71, 49, 34, 74, 51, 41, 59, 2]"
461,"[57, 11, 2, 79, 40, 47, 35, 54, 45, 42]"
462,"[42, 62, 60, 11, 44, 51, 32, 27, 28, 70]"
463,"[66, 34, 14, 49, 4, 13, 41, 32, 28, 57]"
464,"[74, 44, 76, 79, 55, 61, 65, 38, 72, 16]"
465,"[7, 12, 23, 38, 66, 30, 56, 48, 78, 54]"
466,"[6, 60, 70, 77, 16, 24, 13, 53, 78, 69]"
467,"[44, 36, 61, 2, 76, 57, 16, 33, 51, 59]"
468,"[45, 9, 12, 43, 52, 14, 42, 65, 58, 44]"
469,"[32, 53, 14, 4, 78, 2, 6, 24, 61, 13]"
470,"[4, 67, 9, 64, 18, 21, 42, 1, 20, 43]"
471,"[10, 54, 32, 8, 69, 1, 75, 7, 44, 63]"
472,"[40, 61, 27, 41, 9, 46, 33, 79, 38, 32]"
473,"[52, 71, 60, 53, 39, 27, 21, 33, 69, 68]"
474,"[50, 14, 72, 66, 36, 15, 1, 54, 5, 34]"
475,"[52, 11, 58, 44, 37, 49, 17, 78, 60, 79]"
476,"[28, 29, 4, 57, 74, 44, 45, 70, 65, 36]"
477,"[54, 4, 42, 75, 63, 19, 73, 38, 59, 7]"
478,"[61, 38, 7, 12, 79, 58, 15, 31, 14, 30]"
479,"[46, 43, 18, 79, 35, 39, 8, 71, 54, 42]"
480,"[8, 59, 53, 57, 68, 9, 61, 5, 14, 70]"
481,"[61, 4, 80, 21, 29, 46, 69, 34, 19, 56]"
482,"[23, 36, 67, 33, 44, 57, 52, 53, 73, 62]"
483,"[49, 44, 80, 17, 20, 41, 53, 72, 78, 36]"
484,"[78, 64, 7, 40, 11, 15, 80, 2, 5, 27]"
485,"[69, 22, 25, 73, 60, 19, 1, 23, 56, 15]"
486,"[17, 39, 63, 61, 7, 62, 56, 34, 5, 3]"
487,"[40, 46, 20, 53, 24, 31, 39, 48, 56, 21]"
488,"[36, 80, 37, 19, 15, 67, 4, 41, 14, 70]"
489,"[12, 2, 18, 10, 42, 61, 62, 78, 64, 27]"
490,"[71, 80, 17, 9, 51, 19, 50, 29, 60, 78]"
491,"[25, 17, 55, 7, 32, 40, 74, 39, 33, 28]"
492,"[75, 10, 33, 64, 31, 14, 58, 21, 73, 22]"
493,"[47, 29, 37, 20, 59, 70, 79, 11, 15, 21]"
494,"[9, 69, 80, 15, 36, 78, 55, 73, 24, 5]"
495,"[68, 71, 43, 4, 40, 2, 7, 16, 50, 64]"
496,"[70, 32, 64, 47, 9, 53, 19, 13, 52, 37]"
497,"[8, 58, 25, 64, 37, 36, 78, 6, 52, 41]"
498,"[53, 23, 28, 29, 24, 54, 45, 10, 74, 46]"
499,"[53, 79, 60, 71, 78, 57, 15, 58, 34, 4]"
500,"[35, 77, 39, 33, 80, 44, 43, 78, 3, 79]"
501,"[77, 8, 40, 59, 17, 44, 6, 3, 24, 30]"
502,"[63, 48, 26, 59, 38, 30, 8, 73, 10, 33]"
503,"[30, 78, 26, 45, 20, 40, 52, 7, 63, 1]"
504,"[53, 2, 76, 56, 9, 45, 55, 42, 39, 25]"
505,"[52, 38, 7, 20, 25, 3, 15, 46, 75, 67]"
506,"[79, 66, 68, 27, 60, 8, 31, 15, 39, 80]"
507,"[32, 31, 10, 46, 29, 26, 61, 79, 38, 12]"
508,"[37, 44, 12, 2, 78, 39, 53, 1, 73, 23]"
509,"[31, 46, 51, 36, 20, 17, 22, 35, 66, 55]"
510,"[75, 58, 19, 65, 41, 79, 63, 27, 13, 39]"
511,"[72, 67, 21, 10, 36, 1, 54, 26, 2, 34]"
512,"[62, 25, 2, 4, 69, 36, 14, 72, 5, 9]"
513,"[80, 79, 12, 39, 56, 11, 19, 52, 17, 48]"
514,"[18, 10, 56, 51, 26, 1, 55, 76, 53, 11]"
515,"[41, 19, 66, 28, 68, 34, 67, 22, 52, 45]"
516,"[29, 19, 63, 80, 15, 62, 50, 30, 32, 46]"
517,"[73, 12, 8, 4, 49, 17, 7, 63, 39, 45]"
518,"[16, 80, 52, 72, 62, 53, 27, 36, 24, 30]"
519,"[79, 65, 76, 5, 19, 32, 17, 63, 40, 69]"
520,"[33, 8, 53, 60, 14, 16, 59, 79, 9, 73]"
521,"[32, 10, 12, 36, 13, 44, 22, 6, 19, 2]"
522,"[21, 80, 79, 42, 49, 39, 34, 76, 66, 23]"
523,"[39, 32, 66, 51, 2, 11, 73, 7, 27, 13]"
524,"[18, 36, 67, 2, 38, 76, 48, 23, 69, 64]"
525,"[27, 56, 16, 58, 7, 69, 37, 23, 74, 40]"
526,"[3, 33, 68, 18, 60, 16, 21, 49, 13, 24]"
527,"[24, 47, 10, 12, 49, 32, 6, 71, 25, 37]"
528,"[30, 4, 11, 52, 13, 44, 8, 55, 38, 53]"
529,"[68, 52, 9, 4, 38, 3, 29, 77, 40, 63]"
530,"[19, 40, 38, 32, 25, 23, 63, 75, 9, 6]"
531,"[80, 46, 57, 24, 9, 74, 51, 31, 15, 10]"
532,"[73, 10, 1, 63, 12, 56, 51, 75, 8, 74]"
533,"[6, 60, 24, 34, 25, 50, 74, 57, 21, 45]"
534,"[65, 6, 67, 25, 12, 45, 64, 47, 60, 68]"
535,"[27, 68, 16, 26, 52, 58, 28, 71, 56, 15]"
536,"[64, 45, 67, 51, 37, 22, 70, 76, 26, 56]"
537,"[35, 16, 64, 38, 79, 31, 36, 80, 55, 28]"
538,"[29, 72, 70, 73, 14, 76, 26, 77, 21, 37]"
539,"[40, 16, 39, 67, 12, 32, 47, 23, 51, 69]"
540,"[24, 60, 55, 57, 64, 44, 76, 28, 35, 80]"
541,"[72, 21, 46, 43, 70, 36, 58, 78, 52, 23]"
542,"[54, 43, 47, 7, 65, 16, 30, 62, 20, 13]"
543,"[36, 74, 7, 19, 37, 14, 54, 39, 57, 21]"
544,"[55, 7, 16, 22, 62, 12, 13, 15, 60, 64]"
545,"[34, 36, 3, 67, 55, 38, 64, 62, 18, 52]"
546,"[43, 73, 5, 47, 45, 22, 2, 28, 66, 52]"
547,"[17, 67, 48, 24, 28, 63, 16, 5, 10, 4]"
548,"[30, 38, 53, 62, 65, 20, 5, 77, 29, 42]"
549,"[71, 17, 7, 43, 21, 2, 13, 41, 29, 27]"
550,"[72, 76, 69, 63, 8, 6, 51, 2, 31, 55]"
551,"[14, 13, 41, 72, 33, 7, 61, 8, 44, 26]"
552,"[34, 33, 70, 37, 17, 66, 42, 77, 73, 60]"
553,"[23, 53, 44, 80, 36, 11, 14, 71, 47, 37]"
554,"[39, 30, 27, 69, 15, 13, 79, 19, 34, 67]"
555,"[56, 17, 46, 60, 40, 10, 32, 50, 58, 30]"
556,"[67, 2, 43, 77, 31, 54, 71, 63, 15, 50]"
557,"[63, 64, 27, 11, 35, 44, 56, 41, 60, 55]"
558,"[60, 13, 15, 65, 53, 35, 4, 63, 7, 57]"
559,"[29, 44, 50, 74, 75, 16, 24, 26, 60, 3]"
560,"[21, 11, 44, 70, 31, 39, 72, 12, 48, 64]"
561,"[4, 68, 11, 45, 73, 24, 62, 22, 44, 60]"
562,"[38, 36, 61, 71, 50, 21, 77, 75, 80, 78]"
563,"[68, 36, 41, 2, 51, 56, 17, 5, 79, 10]"
564,"[26, 45, 29, 7, 79, 60, 47, 42, 24, 43]"
565,"[53, 38, 6, 54, 41, 4, 55, 67, 59, 17]"
566,"[68, 14, 61, 58, 19, 11, 31, 7, 44, 74]"
567,"[70, 40, 5, 3, 46, 21, 29, 53, 78, 60]"
568,"[66, 25, 52, 49, 13, 67, 71, 44, 62, 10]"
569,"[53, 49, 10, 70, 47, 17, 22, 69, 64, 39]"
570,"[32, 31, 14, 2, 40, 45, 13, 9, 64, 80]"
571,"[59, 31, 15, 53, 58, 63, 50, 47, 2, 57]"
572,"[46, 51, 8, 41, 77, 62, 44, 18, 28, 27]"
573,"[73, 50, 28, 52, 2, 65, 35, 40, 45, 60]"
574,"[23, 41, 48, 76, 51, 9, 73, 43, 53, 62]"
575,"[48, 54, 22, 63, 21, 16, 47, 77, 9, 50]"
576,"[16, 44, 67, 24, 32, 69, 2, 60, 49, 30]"
577,"[9, 32, 63, 26, 68, 61, 70, 53, 73, 17]"
578,"[5, 36, 51, 11, 20, 66, 60, 72, 46, 48]"
579,"[73, 45, 17, 77, 59, 27, 40, 14, 46, 11]"
580,"[11, 5, 65, 4, 41, 53, 45, 76, 77, 40]"
581,"[3, 75, 77, 19, 39, 59, 79, 21, 36, 47]"
582,"[50, 17, 73, 20, 27, 71, 12, 18, 30, 67]"
583,"[61, 33, 21, 65, 53, 64, 66, 14, 76, 5]"
584,"[36, 53, 31, 19, 41, 14, 61, 72, 9, 38]"
585,"[66, 2, 25, 36, 51, 61, 26, 75, 41, 16]"
586,"[79, 11, 4, 16, 27, 30, 7, 32, 38, 73]"
587,"[52, 46, 29, 33, 65, 68, 72, 58, 25, 31]"
588,"[42, 73, 65, 78, 13, 59, 6, 46, 55, 61]"
589,"[28, 68, 60, 29, 3, 9, 18, 46, 42, 55]"
590,"[65, 23, 62, 76, 48, 10, 38, 39, 22, 32]"
591,"[48, 31, 64, 73, 59, 1, 26, 18, 32, 42]"
592,"[76, 13, 56, 61, 23, 57, 15, 77, 24, 64]"
593,"[51, 6, 24, 44, 43, 31, 14, 21, 22, 80]"
594,"[53, 69, 18, 25, 64, 13, 56, 41, 61, 75]"
595,"[16, 50, 27, 36, 19, 34, 43, 17, 4, 5]"
596,"[4, 72, 47, 46, 60, 20, 10, 16, 74, 29]"
597,"[52, 31, 42, 11, 47, 6, 23, 34, 74, 60]"
598,"[39, 52, 50, 14, 43, 9, 22, 27, 23, 53]"
599,"[78, 52, 4, 77, 72, 66, 1, 14, 79, 47]"
600,"[30, 19, 12, 47, 29, 72, 65, 54, 61, 78]"
601,"[43, 21, 41, 71, 5, 2, 6, 77, 80, 38]"
602,"[19, 67, 4, 10, 64, 62, 63, 54, 71, 6]"
603,"[78, 43, 65, 49, 31, 32, 39, 30, 4, 22]"
604,"[19, 33, 67, 21, 72, 65, 73, 53, 14, 17]"
605,"[53, 37, 30, 60, 20, 50, 19, 29, 28, 12]"
606,"[54, 69, 39, 25, 72, 22, 6, 78, 67, 14]"
607,"[29, 7, 77, 30, 27, 19, 20, 5, 16, 35]"
608,"[42, 61, 74, 20, 48, 28, 77, 36, 37, 13]"
609,"[10, 44, 55, 13, 58, 17, 70, 30, 38, 15]"
610,"[58, 67, 66, 25, 51, 10, 9, 22, 1, 11]"
611,"[12, 79, 4, 72, 47, 9, 73, 51, 26, 54]"
612,"[18, 58, 30, 6, 45, 27, 23, 56, 31, 11]"
613,"[75, 74, 46, 16, 79, 54, 14, 71, 58, 1]"
614,"[12, 73, 61, 34, 63, 23, 9, 49, 42, 75]"
615,"[30, 76, 33, 64, 63, 60, 34, 23, 78, 43]"
616,"[55, 60, 78, 38, 66, 26, 11, 48, 12, 18]"
617,"[3, 60, 73, 12, 39, 69, 9, 17, 49, 58]"
618,"[23, 79, 19, 45, 12, 40, 49, 28, 5, 59]"
619,"[9, 28, 49, 58, 29, 68, 70, 57, 17, 14]"
620,"[55, 76, 42, 8, 74, 20, 44, 35, 40, 25]"
621,"[30, 46, 17, 21, 54, 20, 43, 8, 65, 24]"
622,"[78, 12, 8, 34, 4, 57, 22, 39, 64, 40]"
623,"[80, 18, 54, 16, 22, 29, 75, 8, 66, 56]"
624,"[43, 50, 64, 45, 2, 55, 57, 18, 29, 13]"
625,"[56, 63, 45, 68, 54, 42, 62, 16, 19, 10]"
626,"[45, 39, 53, 34, 2, 35, 38, 20, 71, 69]"
627,"[76, 51, 67, 11, 63, 70, 14, 69, 8, 80]"
628,"[19, 16, 75, 21, 36, 14, 18, 54, 25, 15]"
629,"[51, 53, 41, 71, 63, 5, 28, 33, 25, 6]"
630,"[33, 72, 22, 78, 63, 17, 26, 10, 28, 59]"
631,"[43, 71, 65, 31, 38, 12, 4, 44, 67, 55]"
632,"[58, 39, 61, 46, 73, 8, 47, 22, 65, 1]"
633,"[75, 34, 79, 20, 36, 2, 13, 72, 10, 33]"
634,"[17, 60, 15, 30, 26, 2, 9, 57, 51, 13]"
635,"[45, 6, 73, 18, 12, 77, 25, 70, 33, 1]"
636,"[69, 22, 77, 30, 17, 12, 75, 51, 67, 78]"
637,"[58, 71, 72, 75, 32, 8, 2, 11, 10, 35]"
638,"[75, 44, 24, 1, 13, 59, 50, 47, 53, 8]"
639,"[75, 32, 33, 70, 41, 34, 51, 72, 4, 79]"
640,"[56, 45, 4, 34, 54, 10, 43, 52, 15, 22]"
641,"[37, 80, 69, 63, 35, 48, 78, 54, 2, 53]"
642,"[61, 72, 47, 9, 24, 80, 23, 17, 39, 55]"
643,"[23, 53, 56, 27, 59, 14, 28, 45, 21, 11]"
644,"[5, 31, 33, 35, 22, 58, 8, 36, 23, 75]"
645,"[11, 48, 7, 68, 41, 25, 3, 38, 75, 47]"
646,"[8, 24, 32, 28, 38, 9, 43, 26, 64, 15]"
647,"[49, 65, 78, 16, 72, 37, 30, 67, 18, 33]"
648,"[31, 19, 7, 59, 41, 17, 13, 1, 43, 77]"
649,"[43, 54, 15, 59, 27, 17, 45, 61, 25, 5]"
650,"[11, 2, 53, 24, 56, 25, 77, 80, 4, 60]"
651,"[5, 14, 57, 22, 34, 27, 80, 70, 50, 59]"
652,"[6, 45, 30, 53, 43, 49, 68, 64, 11, 59]"
653,"[7, 41, 46, 70, 21, 12, 31, 25, 34, 27]"
654,"[11, 22, 79, 1, 3, 48, 38, 46, 7, 65]"
655,"[29, 75, 38, 21, 49, 78, 34, 48, 16, 9]"
656,"[66, 73, 3, 48, 17, 65, 27, 6, 71, 26]"
657,"[16, 71, 57, 25, 6, 3, 47, 66, 11, 20]"
658,"[76, 68, 64, 34, 54, 3, 60, 41, 13, 8]"
659,"[42, 17, 18, 77, 16, 13, 20, 43, 22, 3]"
660,"[27, 59, 11, 66, 31, 64, 54, 77, 2, 67]"
661,"[10, 66, 22, 74, 14, 48, 80, 29, 41, 11]"
662,"[67, 68, 27, 18, 65, 53, 42, 75, 16, 74]"
663,"[2, 39, 37, 28, 27, 38, 6, 21, 17, 1]"
664,"[7, 62, 53, 59, 70, 29, 9, 54, 76, 36]"
665,"[15, 46, 45, 70, 26, 79, 18, 67, 65, 48]"
666,"[65, 48, 15, 36, 7, 14, 77, 52, 50, 40]"
667,"[61, 74, 30, 52, 50, 11, 38, 14, 26, 48]"
668,"[37, 34, 40, 58, 29, 24, 9, 11, 80, 5]"
669,"[40, 49, 37, 6, 51, 36, 53, 23, 78, 9]"
670,"[7, 5, 9, 15, 64, 31, 27, 53, 30, 57]"
671,"[23, 57, 60, 33, 40, 51, 69, 22, 55, 54]"
672,"[7, 23, 19, 25, 24, 34, 78, 63, 44, 9]"
673,"[56, 36, 3, 64, 70, 53, 4, 15, 12, 61]"
674,"[67, 79, 20, 9, 73, 26, 55, 29, 38, 68]"
675,"[26, 55, 18, 76, 32, 11, 7, 24, 77, 8]"
676,"[34, 24, 45, 5, 28, 60, 8, 54, 22, 59]"
677,"[42, 8, 57, 73, 20, 80, 30, 40, 53, 37]"
678,"[75, 72, 23, 43, 2, 19, 47, 59, 29, 35]"
679,"[12, 35, 59, 4, 58, 62, 65, 74, 56, 69]"
680,"[27, 66, 22, 72, 68, 13, 59, 21, 6, 16]"
681,"[6, 26, 48, 69, 18, 41, 43, 38, 50, 11]"
682,"[35, 61, 49, 57, 2, 78, 8, 20, 56, 76]"
683,"[47, 70, 29, 60, 2, 13, 52, 17, 39, 22]"
684,"[70, 2, 79, 25, 64, 72, 15, 69, 35, 38]"
685,"[69, 26, 80, 46, 44, 34, 37, 61, 30, 50]"
686,"[42, 20, 31, 15, 71, 8, 2, 30, 50, 69]"
687,"[57, 14, 42, 31, 46, 43, 74, 18, 41, 10]"
688,"[31, 41, 20, 71, 4, 24, 8, 13, 50, 57]"
689,"[17, 2, 67, 41, 70, 31, 64, 72, 76, 13]"
690,"[38, 66, 77, 39, 53, 4, 74, 46, 6, 69]"
691,"[73, 36, 39, 11, 48, 37, 74, 58, 44, 59]"
692,"[12, 38, 73, 42, 23, 50, 67, 48, 46, 49]"
693,"[35, 59, 6, 27, 43, 60, 8, 73, 14, 48]"
694,"[21, 27, 10, 33, 2, 38, 58, 63, 40, 30]"
695,"[19, 16, 70, 71, 21, 28, 67, 1, 56, 39]"
696,"[10, 24, 59, 74, 35, 70, 79, 29, 68, 58]"
697,"[3, 75, 31, 62, 49, 58, 38, 45, 40, 51]"
698,"[71, 45, 50, 33, 69, 3, 16, 1, 32, 30]"
699,"[65, 64, 77, 45, 46, 71, 20, 54, 74, 22]"
700,"[51, 43, 23, 49, 74, 41, 18, 31, 66, 64]"
701,"[48, 66, 20, 4, 75, 37, 25, 30, 62, 68]"
702,"[75, 67, 70, 60, 21, 11, 13, 31, 74, 1]"
703,"[50, 38, 4, 63, 26, 59, 51, 54, 32, 12]"
704,"[76, 14, 41, 48, 73, 46, 44, 45, 5, 78]"
705,"[26, 2, 45, 30, 24, 3, 19, 64, 21, 66]"
706,"[18, 63, 50, 73, 48, 31, 60, 79, 75, 68]"
707,"[56, 64, 36, 25, 23, 40, 37, 70, 31, 79]"
708,"[51, 54, 57, 12, 31, 79, 73, 6, 7, 20]"
709,"[7, 50, 54, 12, 47, 64, 43, 16, 14, 67]"
710,"[65, 53, 33, 79, 13, 52, 26, 8, 20, 63]"
711,"[2, 33, 18, 76, 16, 26, 68, 17, 13, 20]"
712,"[5, 77, 59, 4, 48, 37, 22, 32, 45, 27]"
713,"[76, 6, 36, 34, 22, 14, 61, 17, 67, 79]"
714,"[6, 55, 64, 2, 73, 65, 70, 62, 50, 17]"
715,"[9, 38, 10, 5, 18, 57, 50, 45, 63, 67]"
716,"[64, 40, 47, 50, 54, 44, 25, 38, 52, 75]"
717,"[30, 70, 32, 49, 75, 27, 19, 37, 21, 68]"
718,"[21, 11, 62, 75, 17, 77, 49, 78, 24, 5]"
719,"[15, 4, 73, 2, 16, 36, 53, 6, 60, 20]"
720,"[29, 67, 50, 73, 57, 47, 20, 9, 60, 8]"
721,"[44, 21, 43, 80, 52, 3, 23, 75, 77, 41]"
722,"[70, 62, 40, 11, 18, 22, 74, 1, 6, 57]"
723,"[17, 50, 24, 63, 55, 75, 64, 19, 40, 54]"
724,"[69, 41, 72, 52, 12, 66, 10, 50, 8, 45]"
725,"[35, 72, 43, 6, 66, 75, 74, 15, 27, 39]"
726,"[9, 80, 14, 76, 25, 64, 20, 3, 15, 42]"
727,"[51, 23, 42, 15, 54, 55, 72, 44, 27, 58]"
728,"[6, 2, 7, 54, 16, 23, 52, 62, 40, 22]"
729,"[34, 13, 59, 62, 19, 22, 26, 71, 31, 37]"
730,"[3, 1, 42, 55, 7, 61, 4, 17, 51, 13]"
731,"[3, 70, 62, 67, 37, 10, 2, 61, 36, 66]"
732,"[60, 41, 11, 47, 18, 26, 74, 36, 58, 61]"
733,"[14, 27, 67, 6, 68, 52, 11, 77, 36, 20]"
734,"[21, 41, 65, 19, 28, 60, 37, 6, 40, 38]"
735,"[48, 42, 57, 54, 60, 13, 38, 53, 51, 10]"
736,"[24, 50, 73, 4, 63, 3, 34, 9, 11, 25]"
737,"[5, 1, 3, 44, 8, 80, 74, 32, 42, 48]"
738,"[28, 11, 45, 31, 37, 74, 18, 33, 77, 64]"
739,"[18, 67, 43, 56, 5, 4, 75, 27, 49, 65]"
740,"[29, 71, 59, 34, 50, 76, 39, 17, 49, 9]"
741,"[6, 78, 51, 35, 27, 13, 60, 49, 74, 79]"
742,"[56, 61, 70, 26, 63, 19, 51, 20, 64, 8]"
743,"[80, 35, 60, 48, 6, 66, 27, 78, 3, 38]"
744,"[34, 31, 17, 39, 60, 58, 46, 78, 59, 10]"
745,"[54, 37, 6, 77, 40, 72, 32, 50, 60, 4]"
746,"[51, 27, 1, 40, 79, 78, 26, 75, 73, 22]"
747,"[1, 31, 72, 24, 73, 61, 58, 43, 46, 66]"
748,"[4, 76, 38, 50, 6, 5, 59, 2, 37, 61]"
749,"[38, 74, 3, 54, 2, 33, 75, 64, 42, 34]"
750,"[30, 78, 34, 68, 55, 77, 63, 4, 25, 75]"
751,"[56, 27, 48, 68, 65, 36, 38, 44, 66, 43]"
752,"[67, 39, 73, 37, 71, 63, 58, 6, 54, 52]"
753,"[35, 55, 51, 33, 20, 41, 71, 64, 78, 19]"
754,"[6, 36, 53, 5, 67, 19, 15, 78, 80, 66]"
755,"[45, 80, 74, 21, 48, 13, 60, 79, 1, 8]"
756,"[10, 28, 73, 76, 45, 58, 78, 35, 26, 51]"
757,"[73, 10, 19, 28, 9, 80, 34, 45, 25, 42]"
758,"[50, 32, 34, 61, 80, 77, 55, 28, 23, 9]"
759,"[34, 67, 33, 56, 59, 68, 28, 14, 39, 49]"
760,"[74, 43, 30, 57, 50, 77, 46, 38, 79, 1]"
761,"[7, 13, 34, 12, 42, 18, 46, 29, 20, 65]"
762,"[51, 14, 79, 63, 65, 10, 48, 21, 37, 17]"
763,"[47, 28, 44, 30, 46, 80, 15, 64, 52, 21]"
764,"[22, 47, 5, 30, 39, 53, 80, 29, 76, 2]"
765,"[51, 71, 25, 29, 69, 16, 6, 68, 32, 75]"
766,"[2, 4, 39, 23, 61, 7, 70, 74, 38, 54]"
767,"[4, 51, 33, 11, 52, 5, 6, 53, 25, 9]"
768,"[71, 46, 55, 12, 39, 18, 79, 65, 19, 70]"
769,"[12, 8, 7, 41, 29, 3, 15, 16, 14, 23]"
770,"[8, 56, 21, 80, 51, 39, 13, 7, 44, 59]"
771,"[11, 35, 40, 18, 20, 55, 74, 4, 42, 64]"
772,"[8, 36, 29, 1, 52, 58, 41, 57, 75, 23]"
773,"[74, 43, 37, 15, 56, 22, 30, 26, 17, 23]"
774,"[27, 78, 65, 68, 37, 48, 52, 18, 40, 79]"
775,"[8, 5, 71, 20, 54, 68, 15, 14, 11, 74]"
776,"[57, 47, 71, 59, 8, 21, 2, 19, 3, 63]"
777,"[60, 8, 73, 21, 11, 15, 66, 51, 61, 41]"
778,"[13, 62, 68, 56, 35, 73, 45, 17, 74, 64]"
779,"[17, 49, 64, 38, 50, 27, 25, 11, 28, 79]"
780,"[66, 4, 20, 10, 25, 68, 47, 2, 14, 45]"
781,"[60, 25, 66, 23, 44, 4, 27, 18, 6, 12]"
782,"[77, 21, 22, 50, 52, 17, 3, 71, 59, 63]"
783,"[36, 35, 39, 79, 53, 44, 65, 54, 24, 6]"
784,"[28, 33, 71, 40, 64, 14, 62, 4, 45, 69]"
785,"[18, 1, 26, 70, 60, 58, 13, 62, 44, 72]"
786,"[63, 13, 47, 60, 39, 79, 53, 29, 48, 21]"
787,"[67, 39, 69, 47, 16, 32, 60, 5, 29, 24]"
788,"[39, 29, 47, 46, 15, 79, 18, 7, 5, 10]"
789,"[77, 7, 68, 53, 40, 20, 16, 60, 43, 75]"
790,"[1, 48, 11, 57, 58, 9, 78, 3, 33, 76]"
791,"[12, 42, 73, 14, 74, 9, 29, 18, 8, 47]"
792,"[66, 65, 45, 69, 23, 8, 18, 70, 57, 71]"
793,"[16, 5, 46, 59, 61, 39, 25, 75, 72, 45]"
794,"[8, 40, 47, 5, 37, 55, 58, 25, 4, 54]"
795,"[28, 43, 49, 12, 20, 46, 72, 17, 7, 19]"
796,"[75, 64, 50, 5, 32, 72, 49, 7, 40, 42]"
797,"[13, 23, 69, 46, 56, 14, 10, 61, 75, 60]"
798,"[48, 64, 79, 63, 42, 34, 37, 50, 45, 17]"
